male_male,female_female,male_mixed,female_mixed,highcapture,highcapital,cashtreat,equiptreat,sheno,hourslastweek,inventories,useasusu,wave,finalsales,realfinalprofit,married,educ_years,age,firmage,business_taxnumber,digitspan,expend_health_3months,expend_education_3months,expend_total_3months,trimgroup,timecash,timeequip,timetreat,totalK,control,businesshome,akanspeaker,gaspeaker,everloan,fem,treatment,after
1,0,0,0,1,0,0,1,111002215,60,33,0,5,340,87.89384460449219,0,12,29,0,0,5,0,0,24,NA,0,3,3,143,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,0,1,111002215,48,9,0,2,330,114.12324523925781,0,12,29,0,0,5,3,0,15,NA,0,0,0,119,FALSE,1,1,0,0,0,1,FALSE
1,0,0,0,1,1,0,0,111002217,60,5,0,3,910,NA,1,10,31,3,0,9,0,NA,50,1,0,0,0,65,TRUE,1,0,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,111002217,NA,NA,NA,5,NA,NA,1,10,31,3,0,9,NA,NA,NA,1,0,0,0,NA,TRUE,1,0,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,111002217,48,20,1,6,650,482.5552673339844,1,10,31,3,0,9,0,30,30,1,0,0,0,NA,TRUE,1,0,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,111002217,66,150,0,2,600,273.8957824707031,1,10,31,3,0,9,NA,NA,66,1,0,0,0,210,TRUE,1,0,0,0,0,0,FALSE
1,0,0,0,1,1,0,0,111002217,60,15,0,4,1040,392.02435302734375,1,10,31,3,0,9,8,20,58,1,0,0,0,75,TRUE,1,0,0,0,0,0,TRUE
0,1,0,0,1,1,0,0,111002218,84,30,0,2,855,109.55831146240234,1,10,43,1,0,4,8,250,336,NA,0,0,0,420,TRUE,1,1,0,0,1,0,FALSE
0,1,0,0,1,1,0,0,111002218,72,78,0,4,970,226.50296020507813,1,10,43,1,0,4,0,360,443,NA,0,0,0,468,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,1,0,0,111002218,84,56,0,5,1260,527.36309814453125,1,10,43,1,0,4,0,380,598,NA,0,0,0,446,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,1,0,0,111002218,70,600,0,6,690,120.6388168334961,1,10,43,1,0,4,60,720,965,NA,0,0,0,990,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,1,0,0,111002218,72,38,0,3,860,205.72216796875,1,10,43,1,0,4,24,380,484,NA,0,0,0,428,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,0,0,0,0,120102002,60,5,1,5,35,5.273630619049072,1,9,22,0,0,5,4,0,20,NA,0,0,0,20,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120102002,55,30,1,4,90,87.11652374267578,1,9,22,0,0,5,15,0,29,NA,0,0,0,46,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120102002,75,20,1,3,560,164.57772827148438,1,9,22,0,0,5,NA,NA,7,NA,0,0,0,36,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120102002,NA,0,1,2,1080,244.68023681640625,1,9,22,0,0,5,600,NA,618,NA,0,0,0,16,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,0,0,0,0,120102002,50,30,1,6,35,16.085174560546875,1,9,22,0,0,5,5,20,40,NA,0,0,0,45,TRUE,1,0,1,0,1,0,TRUE
0,0,1,0,0,0,0,1,120102004,0,10,0,5,30,17.57876968383789,0,10,27,9,0,7,12,20,32,NA,0,3,3,60,FALSE,1,0,1,0,0,1,TRUE
0,0,1,0,0,0,0,1,120102004,0,22,0,2,26,18.259719848632813,0,10,27,9,0,7,NA,40,87,NA,0,0,0,72,FALSE,1,0,1,0,0,1,FALSE
0,0,1,0,0,0,0,1,120102004,70,15,0,4,80,56.62574005126953,0,10,27,9,0,7,0,0,0,NA,0,2,2,65,FALSE,1,0,1,0,0,1,TRUE
0,0,1,0,0,0,0,1,120102004,48,7,0,6,45,24.127763748168945,0,10,27,9,0,7,8,0,13,NA,0,4,4,57,FALSE,1,0,1,0,0,1,TRUE
0,0,1,0,0,0,0,1,120102004,60,10,0,3,57,41.144432067871094,0,10,27,9,0,7,0,0,10,NA,0,1,1,60,FALSE,1,0,1,0,0,1,TRUE
0,0,0,1,1,0,0,0,120102005,72,10,0,6,25,4.021293640136719,1,1,51,3,0,3,0,130,276,NA,0,0,0,24.5,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,120102005,72,30,0,4,100,52.26991271972656,1,1,51,3,0,3,4,40,71,NA,0,0,0,38,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,120102005,72,45,0,3,90,41.144432067871094,1,1,51,3,0,3,20,30,121,NA,0,0,0,53,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,120102005,60,2.0999999046325684,1,2,50,24.65062141418457,1,1,51,3,0,3,5,0,80,NA,0,0,0,10.100000381469727,TRUE,1,1,0,0,1,0,FALSE
0,0,0,1,1,0,0,0,120102005,72,22,0,5,75,21.973461151123047,1,1,51,3,0,3,70,50,239,NA,0,0,0,30,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,0,0,1,0,120102008,0,30,1,6,50,33.77886962890625,0,NA,30,10,0,4,20,0,35,NA,4,0,4,85,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,1,0,120102008,70,5,0,3,50,21.395105361938477,0,NA,30,10,0,4,20,0,32,NA,1,0,1,60,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,1,0,120102008,70,5,1,2,80,45.649295806884766,0,NA,30,10,0,4,30,12,95,NA,0,0,0,60,FALSE,1,0,1,0,1,1,FALSE
0,0,0,1,0,0,1,0,120102008,40,50,0,4,50,39.20243453979492,0,NA,30,10,0,4,30,160,190,NA,2,0,2,105,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,1,0,120102008,30,45,1,5,3,0,0,NA,30,10,0,4,120,245,542,NA,3,0,3,100,FALSE,1,0,1,0,1,1,TRUE
0,1,0,0,1,0,0,1,120201406,42,80,1,2,432,91.29859161376953,1,6,46,3,0,NA,5,10,177,NA,0,0,0,160,FALSE,1,0,1,0,1,1,FALSE
0,1,0,0,1,0,0,1,120201406,56,60,1,4,1240,174.23304748535156,1,6,46,3,0,NA,400,20,466,NA,0,2,2,140,FALSE,1,0,1,0,1,1,TRUE
0,1,0,0,1,0,0,1,120201406,54,50,1,3,300,82.28886413574219,1,6,46,3,0,NA,10,5,54,NA,0,1,1,180,FALSE,1,0,1,0,1,1,TRUE
0,1,0,0,1,0,0,1,120201406,48,350,1,6,1170,241.2776336669922,1,6,46,3,0,NA,20,80,200,NA,0,4,4,430,FALSE,1,0,1,0,1,1,TRUE
0,1,0,0,1,0,0,1,120201406,84,0,1,5,200,43.946922302246094,1,6,46,3,0,NA,350,50,1170,NA,0,3,3,80,FALSE,1,0,1,0,1,1,TRUE
0,1,0,0,1,0,0,0,120400503,12,17,0,5,21,7.9104461669921875,0,8,22,0,0,5,5,0,21,NA,0,0,0,277,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,120400503,10,15,0,4,43,21.779130935668945,0,8,22,0,0,5,17,18,56,NA,0,0,0,275,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,120400503,10,20,1,3,35,14.400551795959473,0,8,22,0,0,5,15,50,105,NA,0,0,0,280,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,120400503,16,20,1,6,25,9.651104927062988,0,8,22,0,0,5,10,15,25,NA,0,0,0,280,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,120400503,24,5,1,2,15,4.564929962158203,0,8,22,0,0,5,30,80,180,NA,0,0,0,265,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,0,0,0,0,120400507,28,46,0,6,650,80.4258804321289,0,10,32,4,0,4,5,0,55,NA,0,0,0,52.79999923706055,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120400507,42,50,1,5,820,123.05138397216797,0,10,32,4,0,4,7,480,501,NA,0,0,0,56.79999923706055,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120400507,42,50,1,4,720,174.23304748535156,0,10,32,4,0,4,5,0,35,NA,0,0,0,61.79999923706055,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120400507,45,25,1,2,50,27.389577865600586,0,10,32,4,0,4,6,0,13,NA,0,0,0,41.79999923706055,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,0,0,0,0,120400507,48,40,1,3,350,24.68665885925293,0,10,32,4,0,4,0,0,10,NA,0,0,0,56.79999923706055,TRUE,1,0,1,0,1,0,TRUE
1,0,0,0,0,1,0,0,120400508,60,30,1,5,50,26.368152618408203,1,12,26,4,0,4,0,60,230,NA,0,0,0,308,TRUE,1,0,1,0,0,0,TRUE
1,0,0,0,0,1,0,0,120400508,70,100,1,2,300,45.649295806884766,1,12,26,4,0,4,30,0,37,NA,0,0,0,378,TRUE,1,0,1,0,0,0,FALSE
1,0,0,0,0,1,0,0,120400508,60,50,0,6,200,64.3406982421875,1,12,26,4,0,4,3,0,91,NA,0,0,0,328,TRUE,1,0,1,0,0,0,TRUE
1,0,0,0,0,1,0,0,120400508,70,200,1,3,200,41.144432067871094,1,12,26,4,0,4,1,5,9.5,NA,0,0,0,478,TRUE,1,0,1,0,0,0,TRUE
1,0,0,0,0,1,0,0,120400508,48,100,0,4,400,130.67478942871094,1,12,26,4,0,4,0,55,165,NA,0,0,0,378,TRUE,1,0,1,0,0,0,TRUE
0,0,0,1,0,0,0,0,120401601,105,250,1,4,400,43.55826187133789,1,10,54,4,0,4,0,20,38,NA,0,0,0,252,TRUE,1,0,1,1,1,0,TRUE
0,0,0,1,0,0,0,0,120401601,78,120,1,5,360,61.525691986083984,1,10,54,4,0,4,75,6,81,NA,0,0,0,122,TRUE,1,0,1,1,1,0,TRUE
0,0,0,1,0,0,0,0,120401601,105,200,1,6,400,80.4258804321289,1,10,54,4,0,4,0,0,50,NA,0,0,0,202,TRUE,1,0,1,1,1,0,TRUE
0,0,0,1,0,0,0,0,120401601,119,8,1,2,300,63.90901565551758,1,10,54,4,0,4,0,50,50,NA,0,0,0,10,TRUE,1,0,1,1,1,0,FALSE
0,0,0,1,0,0,0,0,120401601,90,10,1,3,210,41.144432067871094,1,10,54,4,0,4,0,0,4.5,NA,0,0,0,12,TRUE,1,0,1,1,1,0,TRUE
0,1,0,0,1,1,0,0,120401603,60,150,1,5,4050,175.78768920898438,0,3,25,1,0,7,1,0,89,NA,0,0,0,938,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,1,0,0,120401603,42,110,1,4,3510,87.11652374267578,0,3,25,1,0,7,2,0,65,NA,0,0,0,898,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,1,0,0,120401603,30,70,1,2,324,118.68817138671875,0,3,25,1,0,7,30,0,77,NA,0,0,0,858,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,1,1,0,0,120401603,42,330,1,6,4860,241.2776336669922,0,3,25,1,0,7,30,0,80,NA,0,0,0,1118,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,1,0,0,120401603,66,300,1,3,4050,16.457773208618164,0,3,25,1,0,7,14,0,56,NA,0,0,0,1088,TRUE,1,0,1,0,1,0,TRUE
0,0,1,0,1,1,0,0,120401608,72,640,0,3,120,12.343329429626465,0,11,24,13,0,5,60,60,156,NA,0,0,0,640,TRUE,1,0,1,0,0,0,TRUE
0,0,1,0,1,1,0,0,120401608,66,200,0,2,30,9.129859924316406,0,11,24,13,0,5,0,0,16.5,NA,0,0,0,273.5,TRUE,1,0,1,0,0,0,FALSE
0,0,1,0,1,1,0,0,120401608,60,800,1,4,410,139.38644409179688,0,11,24,13,0,5,3,0,98,NA,0,0,0,800,TRUE,1,0,1,0,0,0,TRUE
0,0,1,0,1,1,0,0,120401608,77,60,0,5,960,105.47261047363281,0,11,24,13,0,5,150,0,171,NA,0,0,0,60,TRUE,1,0,1,0,0,0,TRUE
0,0,1,0,1,1,0,0,120401608,112,150,0,6,890,80.4258804321289,0,11,24,13,0,5,10,85,95,NA,0,0,0,150,TRUE,1,0,1,0,0,0,TRUE
0,1,0,0,0,1,0,0,120401611,60,20,1,5,40,35.15753936767578,1,12,37,6,0,5,50,25,75,NA,0,0,0,420,TRUE,1,0,1,1,1,0,TRUE
0,1,0,0,0,1,0,0,120401611,36,15,1,4,95,26.13495635986328,1,12,37,6,0,5,0,50,50,NA,0,0,0,415,TRUE,1,0,1,1,1,0,TRUE
0,1,0,0,0,1,0,0,120401611,32,15,1,6,120,80.4258804321289,1,12,37,6,0,5,10,200,330,NA,0,0,0,415,TRUE,1,0,1,1,1,0,TRUE
0,1,0,0,0,1,0,0,120401611,60,4,1,2,160,36.519439697265625,1,12,37,6,0,5,0,200,200,NA,0,0,0,404,TRUE,1,0,1,1,1,0,FALSE
0,1,0,0,0,1,0,0,120401611,60,25,1,3,100,41.144432067871094,1,12,37,6,0,5,0,300,324,NA,0,0,0,425,TRUE,1,0,1,1,1,0,TRUE
0,0,0,1,1,1,0,0,120401612,105,20,0,4,150,13.06747817993164,1,7,40,6,1,4,25,0,52,NA,0,0,0,905,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,1,0,0,120401612,90,80,1,5,270,17.57876968383789,1,7,40,6,1,4,27,50,77,NA,0,0,0,965,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,1,0,0,120401612,105,100,1,3,300,8.228886604309082,1,7,40,6,1,4,10,1280,1290,NA,0,0,0,985,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,1,0,0,120401612,96,270,0,2,270,11.868817329406738,1,7,40,6,1,4,84,130,214,NA,0,0,0,1155,TRUE,1,1,0,0,1,0,FALSE
0,0,0,1,1,1,0,0,120401612,77,70,1,6,300,20.106470108032227,1,7,40,6,1,4,20,0,20,NA,0,0,0,955,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,0,0,1,120401613,42,270,1,5,1000,333.9966125488281,1,2,34,2,0,5,15,278,443,NA,0,3,3,430,FALSE,1,0,0,0,1,1,TRUE
0,1,0,0,1,0,0,1,120401613,60,120,1,3,650,181.03550720214844,1,2,34,2,0,5,11,154.5,183.5,NA,0,1,1,280,FALSE,1,0,0,0,1,1,TRUE
0,1,0,0,1,0,0,1,120401613,60,50,1,2,250,109.55831146240234,1,2,34,2,0,5,14,125,228,NA,0,0,0,210,FALSE,1,0,0,0,1,1,FALSE
0,1,0,0,1,0,0,1,120401613,48,260,1,6,1200,201.064697265625,1,2,34,2,0,5,12,56,138,NA,0,4,4,420,FALSE,1,0,0,0,1,1,TRUE
0,1,0,0,1,0,0,1,120401613,54,230,1,4,550,235.21461486816406,1,2,34,2,0,5,11,45,111,NA,0,2,2,390,FALSE,1,0,0,0,1,1,TRUE
0,0,0,1,0,0,0,0,120401614,70,0,1,3,150,8.228886604309082,0,9,32,6,0,4,35,0,51,NA,0,0,0,0,TRUE,1,0,1,0,1,0,TRUE
0,0,0,1,0,0,0,0,120401614,60,0,1,4,40,9.582818031311035,0,9,32,6,0,4,67,194,261,NA,0,0,0,0,TRUE,1,0,1,0,1,0,TRUE
0,0,0,1,0,0,0,0,120401614,70,25,1,5,100,28.12602996826172,0,9,32,6,0,4,0,37,44,NA,0,0,0,25,TRUE,1,0,1,0,1,0,TRUE
0,0,0,1,0,0,0,0,120401614,40,0,1,6,150,28.149057388305664,0,9,32,6,0,4,14,270,369,NA,0,0,0,0,TRUE,1,0,1,0,1,0,TRUE
0,0,0,1,0,0,0,0,120401614,70,20,1,2,180,27.389577865600586,0,9,32,6,0,4,60,0,93,NA,0,0,0,20,TRUE,1,0,1,0,1,0,FALSE
0,0,1,0,1,0,1,0,120403902,112,7,1,2,420,204.50885009765625,0,4,35,6,0,0,12,57.5,77.5,NA,0,0,0,13,FALSE,1,0,0,1,0,1,FALSE
0,0,1,0,1,0,1,0,120403902,96,360,1,6,650,201.064697265625,0,4,35,6,0,0,15,0,21,NA,4,0,4,366,FALSE,1,0,0,1,0,1,TRUE
0,0,1,0,1,0,1,0,120403902,112,10,1,3,660,292.1254577636719,0,4,35,6,0,0,15,0,25,NA,1,0,1,16,FALSE,1,0,0,1,0,1,TRUE
0,0,1,0,1,0,1,0,120403902,70,50,1,4,470,387.66851806640625,0,4,35,6,0,0,0,120,176,NA,2,0,2,56,FALSE,1,0,0,1,0,1,TRUE
0,0,1,0,1,0,1,0,120403902,84,300,1,5,1200,369.1541442871094,0,4,35,6,0,0,3.5,80,90,NA,3,0,3,306,FALSE,1,0,0,1,0,1,TRUE
0,0,1,0,1,1,0,1,120403905,20,15,1,6,120,56.29811477661133,1,12,30,2,0,4,0,0,6,NA,0,4,4,15,FALSE,1,0,0,0,0,1,TRUE
0,0,1,0,1,1,0,1,120403905,NA,NA,NA,4,NA,NA,1,12,30,2,0,4,NA,NA,0,NA,0,2,2,NA,FALSE,1,0,0,0,0,1,TRUE
0,0,1,0,1,1,0,1,120403905,70,8,0,5,170,43.946922302246094,1,12,30,2,0,4,50,30,81,NA,0,3,3,8,FALSE,1,0,0,0,0,1,TRUE
0,0,1,0,1,1,0,1,120403905,70,800,1,2,2100,273.8957824707031,1,12,30,2,0,4,3,0,8,NA,0,0,0,800,FALSE,1,0,0,0,0,1,FALSE
0,0,1,0,1,1,0,1,120403905,70,50,1,3,200,65.83109283447266,1,12,30,2,0,4,6,0,6,NA,0,1,1,50,FALSE,1,0,0,0,0,1,TRUE
0,1,0,0,0,0,0,0,120403906,48,50,1,4,250,87.11652374267578,0,0,40,5,0,4,15,0,43,NA,0,0,0,72,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,0,0,0,0,120403906,49,50,0,2,180,27.389577865600586,0,0,40,5,0,4,20,40,145,NA,0,0,0,72,TRUE,1,1,0,0,1,0,FALSE
0,1,0,0,0,0,0,0,120403906,48,70,1,5,200,43.946922302246094,0,0,40,5,0,4,50,50,127,NA,0,0,0,92,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,0,0,0,0,120403906,30,100,0,6,450,40.21294021606445,0,0,40,5,0,4,0,300,435,NA,0,0,0,122,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,0,0,0,0,120403906,36,90,1,3,200,41.144432067871094,0,0,40,5,0,4,4,0,4,NA,0,0,0,112,TRUE,1,1,0,0,1,0,TRUE
1,0,0,0,1,1,0,0,120403911,66,15000,1,2,800,91.29859161376953,1,9,53,19,0,5,2.5,0,2.5,NA,0,0,0,15174,TRUE,0,1,0,0,0,0,FALSE
1,0,0,0,1,1,0,0,120403911,60,1148,0,3,40,16.457773208618164,1,9,53,19,0,5,10,646,676,NA,0,0,0,1322,TRUE,0,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,120403911,72,1000,0,6,600,72.38328552246094,1,9,53,19,0,5,2,390,392,NA,0,0,0,NA,TRUE,0,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,120403911,66,800,0,5,150,43.946922302246094,1,9,53,19,0,5,6,1622,1632,NA,0,0,0,NA,TRUE,0,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,120403911,66,1000,0,4,2800,435.5826110839844,1,9,53,19,0,5,15,800,815,NA,0,0,0,1174,TRUE,0,1,0,0,0,0,TRUE
0,1,0,0,1,0,0,0,120403913,66,80,1,6,810,52.27682113647461,1,7,32,7,0,6,26,75,140,NA,0,0,0,150,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,0,0,0,120403913,77,20,1,3,1170,57.60220718383789,1,7,32,7,0,6,35,50,115,NA,0,0,0,90,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,0,0,0,120403913,66,200,1,2,100,13.694788932800293,1,7,32,7,0,6,8,25,33,NA,0,0,0,270,TRUE,1,1,0,0,1,0,FALSE
0,1,0,0,1,0,0,0,120403913,78,50,1,4,810,43.55826187133789,1,7,32,7,0,6,20,65,85,NA,0,0,0,120,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,0,0,0,120403913,98,100,1,5,900,52.736305236816406,1,7,32,7,0,6,50,65,115,NA,0,0,0,170,TRUE,1,1,0,0,1,0,TRUE
1,0,0,0,1,1,0,0,120403915,66,130,0,2,350,68.47394561767578,1,12,35,10,0,7,0,150,255,NA,0,0,0,134.1999969482422,TRUE,1,0,0,0,0,0,FALSE
1,0,0,0,1,1,0,0,120403915,60,0,0,5,100,26.368152618408203,1,12,35,10,0,7,0,150,183,NA,0,0,0,4.199999809265137,TRUE,1,0,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,120403915,66,360,0,6,50,8.0425872802734375,1,12,35,10,0,7,30,80,165,NA,0,0,0,364.20001220703125,TRUE,1,0,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,120403915,66,1100,0,4,190,69.69322204589844,1,12,35,10,0,7,10,195,250,NA,0,0,0,1104.199951171875,TRUE,1,0,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,120403915,72,400,0,3,350,82.28886413574219,1,12,35,10,0,7,5,130,210,NA,0,0,0,404.20001220703125,TRUE,1,0,0,0,0,0,TRUE
1,0,0,0,1,0,0,0,120403916,48,800,0,6,160,64.3406982421875,1,6,33,10,1,3,20,25,105,NA,0,0,0,837,TRUE,0,0,0,0,0,0,TRUE
1,0,0,0,1,0,0,0,120403916,60,670,0,3,700,148.1199493408203,1,6,33,10,1,3,4.800000191,45,49.79999923706055,NA,0,0,0,707,TRUE,0,0,0,0,0,0,TRUE
1,0,0,0,1,0,0,0,120403916,54,800,1,4,820,313.6194763183594,1,6,33,10,1,3,7,56,138,NA,0,0,0,837,TRUE,0,0,0,0,0,0,TRUE
1,0,0,0,1,0,0,0,120403916,66,450,0,2,550,197.20497131347656,1,6,33,10,1,3,0,90,140,NA,0,0,0,487,TRUE,0,0,0,0,0,0,FALSE
1,0,0,0,1,0,0,0,120403916,54,1200,0,5,760,369.1541442871094,1,6,33,10,1,3,18,72,160,NA,0,0,0,1237,TRUE,0,0,0,0,0,0,TRUE
0,0,0,1,0,1,1,0,120500301,36,0,1,6,100,40.21294021606445,1,9,30,5,0,9,NA,45,60,NA,4,0,4,26.5,FALSE,1,1,0,1,1,1,TRUE
0,0,0,1,0,1,1,0,120500301,60,140,1,5,250,87.89384460449219,1,9,30,5,0,9,80,45,187.5,NA,3,0,3,166.5,FALSE,1,1,0,1,1,1,TRUE
0,0,0,1,0,1,1,0,120500301,60,150,1,3,600,49.37331771850586,1,9,30,5,0,9,20,50,120,NA,1,0,1,176.5,FALSE,1,1,0,1,1,1,TRUE
0,0,0,1,0,1,1,0,120500301,60,100,1,4,380,60.9815673828125,1,9,30,5,0,9,16,20,73,NA,2,0,2,126.5,FALSE,1,1,0,1,1,1,TRUE
0,0,0,1,0,1,1,0,120500301,72,100,1,2,480,54.77915573120117,1,9,30,5,0,9,20,40,123,NA,0,0,0,126.5,FALSE,1,1,0,1,1,1,FALSE
0,0,0,1,1,0,0,0,120500302,60,30,1,4,100,52.26991271972656,1,4,40,4,0,5,20,NA,49,NA,0,0,0,42,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,120500302,60,25,1,5,100,52.736305236816406,1,4,40,4,0,5,0,0,16.200000762939453,NA,0,0,0,37,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,120500302,60,30,0,3,100,41.144432067871094,1,4,40,4,0,5,15,30,73,NA,0,0,0,42,TRUE,1,1,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,120500302,60,50,1,2,50,54.77915573120117,1,4,40,4,0,5,20,30,90,NA,0,0,0,62,TRUE,1,1,0,0,1,0,FALSE
0,0,0,1,1,0,0,0,120500302,60,0,0,6,48,25.73628044128418,1,4,40,4,0,5,NA,NA,0,NA,0,0,0,12,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,0,0,0,120500303,70,90,1,5,600,219.734619140625,1,10,44,18,0,5,0,30,35,NA,0,0,0,113,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,120500303,70,80,1,2,150,109.55831146240234,1,10,44,18,0,5,20,60,138,NA,0,0,0,103,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,1,0,0,0,120500303,84,80,0,3,400,98.74663543701172,1,10,44,18,0,5,20,50,134,NA,0,0,0,103,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,120500303,52,90.6500015258789,1,4,220,156.8097381591797,1,10,44,18,0,5,45,45,152,NA,0,0,0,113.6500015258789,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,120500303,60,75,0,6,200,80.4258804321289,1,10,44,18,0,5,NA,150,150,NA,0,0,0,98,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120500304,60,50,0,3,200,49.37331771850586,1,8,29,26,0,7,NA,20,36,NA,0,0,0,100,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120500304,NA,NA,NA,5,NA,NA,1,8,29,26,0,7,NA,NA,0,NA,0,0,0,NA,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120500304,60,50,0,2,40,18.259719848632813,1,8,29,26,0,7,20,NA,79,NA,0,0,0,100,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,0,0,0,0,120500304,NA,NA,NA,6,NA,NA,1,8,29,26,0,7,NA,NA,0,NA,0,0,0,NA,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,120500304,60,30,0,4,50,26.13495635986328,1,8,29,26,0,7,40,20,79,NA,0,0,0,80,TRUE,1,0,1,0,1,0,TRUE
0,0,0,1,1,0,0,0,120500305,48,6,1,2,144,45.649295806884766,0,6,32,10,0,0,9,46,70,NA,0,0,0,22,TRUE,0,0,1,0,1,0,FALSE
0,0,0,1,1,0,0,0,120500305,18,38,0,4,320,87.11652374267578,0,6,32,10,0,0,7,0,31,NA,0,0,0,54,TRUE,0,0,1,0,1,0,TRUE
0,0,0,1,1,0,0,0,120500305,NA,NA,NA,5,NA,NA,0,6,32,10,0,0,NA,NA,NA,NA,0,0,0,NA,TRUE,0,0,1,0,1,0,TRUE
0,0,0,1,1,0,0,0,120500305,NA,NA,NA,6,NA,NA,0,6,32,10,0,0,NA,NA,0,NA,0,0,0,NA,TRUE,0,0,1,0,1,0,TRUE
0,0,0,1,1,0,0,0,120500305,36,0,0,3,80,32.91554641723633,0,6,32,10,0,0,18,0,54,NA,0,0,0,16,TRUE,0,0,1,0,1,0,TRUE
1,0,0,0,1,0,1,0,120500307,24,14,0,4,105,52.26991271972656,0,11,25,9,0,6,0,0,0,NA,2,0,2,98,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,1,0,120500307,0,7,0,6,72,40.21294021606445,0,11,25,9,0,6,0,0,19,NA,4,0,4,91,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,1,0,120500307,16,18,0,3,90,49.37331771850586,0,11,25,9,0,6,0,0,12,NA,1,0,1,102,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,1,0,120500307,30,0,1,5,172,105.47261047363281,0,11,25,9,0,6,0,0,19,NA,3,0,3,84,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,1,0,120500307,40,12,0,2,165,86.7336654663086,0,11,25,9,0,6,0,0,0,NA,0,0,0,96,FALSE,1,1,0,0,0,1,FALSE
0,0,0,1,1,0,0,0,120500308,30,40,0,3,288,41.144432067871094,0,9,31,0,0,3,18,30,79,NA,0,0,0,40,TRUE,0,0,1,0,1,0,TRUE
