sheno,wave,timetreat,control,cashtreat,equiptreat,realfinalprofit,treatment,treatment_group
110706002,6,4,FALSE,0,1,0,1,In-kind
110706002,4,2,FALSE,0,1,0,1,In-kind
110706002,3,1,FALSE,0,1,41.144432067871094,1,In-kind
110706002,2,0,FALSE,0,1,91.29859161376953,1,In-kind
110706004,3,0,TRUE,0,0,32.91554641723633,0,Control
110706004,5,0,TRUE,0,0,61.525691986083984,0,Control
110706004,6,0,TRUE,0,0,NA,0,Control
110706004,2,0,TRUE,0,0,36.519439697265625,0,Control
110706004,4,0,TRUE,0,0,130.67478942871094,0,Control
110706007,3,0,TRUE,0,0,148.1199493408203,0,Control
110706007,6,0,TRUE,0,0,56.29811477661133,0,Control
110706007,5,0,TRUE,0,0,61.525691986083984,0,Control
110706007,4,0,TRUE,0,0,104.53982543945313,0,Control
110706007,2,0,TRUE,0,0,109.55831146240234,0,Control
110706008,6,0,TRUE,0,0,24.127763748168945,0,Control
110706008,3,0,TRUE,0,0,49.37331771850586,0,Control
110706008,5,0,TRUE,0,0,43.946922302246094,0,Control
110706008,4,0,TRUE,0,0,34.84661102294922,0,Control
110706008,2,0,TRUE,0,0,27.389577865600586,0,Control
110708301,4,0,TRUE,0,0,NA,0,Control
110708301,3,0,TRUE,0,0,NA,0,Control
110708301,5,0,TRUE,0,0,NA,0,Control
110708301,2,0,TRUE,0,0,730.38873291015625,0,Control
110708301,6,0,TRUE,0,0,NA,0,Control
110708302,6,0,TRUE,0,0,NA,0,Control
110708302,2,0,TRUE,0,0,27.389577865600586,0,Control
110708302,3,0,TRUE,0,0,8.228886604309082,0,Control
110708302,4,0,TRUE,0,0,17.42330551147461,0,Control
110708302,5,0,TRUE,0,0,NA,0,Control
110708303,4,0,TRUE,0,0,174.23304748535156,0,Control
110708303,6,0,TRUE,0,0,120.6388168334961,0,Control
110708303,5,0,TRUE,0,0,43.946922302246094,0,Control
110708303,2,0,TRUE,0,0,182.59718322753906,0,Control
110708303,3,0,TRUE,0,0,246.86659240722656,0,Control
110708304,2,0,TRUE,0,0,164.33746337890625,0,Control
110708304,6,0,TRUE,0,0,64.3406982421875,0,Control
110708304,4,0,TRUE,0,0,191.65635681152344,0,Control
110708304,5,0,TRUE,0,0,NA,0,Control
110708304,3,0,TRUE,0,0,0,0,Control
110708305,2,0,TRUE,0,0,36.519439697265625,0,Control
110708305,5,0,TRUE,0,0,79.104461669921875,0,Control
110708305,6,0,TRUE,0,0,48.25552749633789,0,Control
110708305,4,0,TRUE,0,0,69.69322204589844,0,Control
110708305,3,0,TRUE,0,0,41.144432067871094,0,Control
110708306,5,0,TRUE,0,0,6.15256929397583,0,Control
110708306,6,0,TRUE,0,0,8.846846580505371,0,Control
110708306,3,0,TRUE,0,0,23.040882110595703,0,Control
110708306,4,0,TRUE,0,0,33.104278564453125,0,Control
110708306,2,0,TRUE,0,0,27.389577865600586,0,Control
110708307,3,0,TRUE,0,0,123.43329620361328,0,Control
110708307,5,0,TRUE,0,0,NA,0,Control
110708307,6,0,TRUE,0,0,48.25552749633789,0,Control
110708307,4,0,TRUE,0,0,113.25148010253906,0,Control
110708307,2,0,TRUE,0,0,91.29859161376953,0,Control
110708308,5,0,TRUE,0,0,NA,0,Control
110708308,2,0,TRUE,0,0,182.59718322753906,0,Control
110708308,6,0,TRUE,0,0,442.3423156738281,0,Control
110708308,3,0,TRUE,0,0,0,0,Control
110708308,4,0,TRUE,0,0,261.3495788574219,0,Control
110708309,2,0,TRUE,0,0,219.1166229248047,0,Control
110708309,5,0,TRUE,0,0,87.89384460449219,0,Control
110708309,6,0,TRUE,0,0,NA,0,Control
110708309,4,0,TRUE,0,0,78.40486907958984,0,Control
110708309,3,0,TRUE,0,0,82.28886413574219,0,Control
110708310,6,4,FALSE,1,0,40.21294021606445,1,Cash
110708310,5,3,FALSE,1,0,21.973461151123047,1,Cash
110708310,2,0,FALSE,1,0,NA,1,Cash
110708310,3,1,FALSE,1,0,32.91554641723633,1,Cash
110708310,4,2,FALSE,1,0,52.26991271972656,1,Cash
110800901,2,0,TRUE,0,0,27.389577865600586,0,Control
110800901,4,0,TRUE,0,0,52.26991271972656,0,Control
110800901,5,0,TRUE,0,0,87.89384460449219,0,Control
110800901,3,0,TRUE,0,0,82.28886413574219,0,Control
110800901,6,0,TRUE,0,0,64.3406982421875,0,Control
110800903,6,4,FALSE,1,0,0,1,Cash
110800903,4,2,FALSE,1,0,43.55826187133789,1,Cash
110800903,2,0,FALSE,1,0,82.168731689453125,1,Cash
110800903,3,1,FALSE,1,0,65.83109283447266,1,Cash
110800903,5,3,FALSE,1,0,219.734619140625,1,Cash
110800906,2,0,TRUE,0,0,45.649295806884766,0,Control
110800906,4,0,TRUE,0,0,34.84661102294922,0,Control
110800906,3,0,TRUE,0,0,41.144432067871094,0,Control
110800906,5,0,TRUE,0,0,131.8407745361328,0,Control
110800906,6,0,TRUE,0,0,40.21294021606445,0,Control
110801601,2,0,FALSE,0,1,22.824647903442383,1,In-kind
110801601,4,2,FALSE,0,1,13.938643455505371,1,In-kind
110801601,3,1,FALSE,0,1,8.228886604309082,1,In-kind
110801601,5,3,FALSE,0,1,0,1,In-kind
110801601,6,4,FALSE,0,1,20.106470108032227,1,In-kind
110801602,4,0,TRUE,0,0,87.11652374267578,0,Control
110801602,3,0,TRUE,0,0,0,0,Control
110801602,2,0,TRUE,0,0,547.79156494140625,0,Control
110801602,6,0,TRUE,0,0,NA,0,Control
110801602,5,0,TRUE,0,0,52.736305236816406,0,Control
110801603,4,0,TRUE,0,0,6.9693217277526855,0,Control
110801603,5,0,TRUE,0,0,13.184076309204102,0,Control
110801603,2,0,TRUE,0,0,127.81803131103516,0,Control
110801603,6,0,TRUE,0,0,16.085174560546875,0,Control
110801603,3,0,TRUE,0,0,82.28886413574219,0,Control
110801604,6,0,TRUE,0,0,16.085174560546875,0,Control
110801604,5,0,TRUE,0,0,43.946922302246094,0,Control
110801604,2,0,TRUE,0,0,18.259719848632813,0,Control
110801604,3,0,TRUE,0,0,41.144432067871094,0,Control
110801604,4,0,TRUE,0,0,52.26991271972656,0,Control
110801606,2,0,FALSE,1,0,36.519439697265625,1,Cash
110801606,4,2,FALSE,1,0,43.55826187133789,1,Cash
110801606,6,4,FALSE,1,0,16.085174560546875,1,Cash
110801606,5,3,FALSE,1,0,35.15753936767578,1,Cash
110801606,3,1,FALSE,1,0,41.144432067871094,1,Cash
110801608,6,0,TRUE,0,0,88.46846771240234,0,Control
110801608,4,0,TRUE,0,0,69.69322204589844,0,Control
110801608,2,0,TRUE,0,0,109.55831146240234,0,Control
110801608,3,0,TRUE,0,0,82.28886413574219,0,Control
110801608,5,0,TRUE,0,0,NA,0,Control
110801609,4,2,FALSE,1,0,43.55826187133789,1,Cash
110801609,5,3,FALSE,1,0,219.734619140625,1,Cash
110801609,2,0,FALSE,1,0,114.12324523925781,1,Cash
110801609,6,4,FALSE,1,0,209.10728454589844,1,Cash
110801609,3,1,FALSE,1,0,49.37331771850586,1,Cash
110801611,4,0,TRUE,0,0,52.26991271972656,0,Control
110801611,6,0,TRUE,0,0,32.17034912109375,0,Control
110801611,3,0,TRUE,0,0,49.37331771850586,0,Control
110801611,5,0,TRUE,0,0,43.946922302246094,0,Control
110801611,2,0,TRUE,0,0,54.77915573120117,0,Control
110802404,2,0,TRUE,0,0,27.389577865600586,0,Control
110802404,5,0,TRUE,0,0,131.8407745361328,0,Control
110802404,3,0,TRUE,0,0,205.72216796875,0,Control
110802404,4,0,TRUE,0,0,130.67478942871094,0,Control
110802404,6,0,TRUE,0,0,32.17034912109375,0,Control
110802410,6,0,TRUE,0,0,160.8517608642578,0,Control
110802410,4,0,TRUE,0,0,43.55826187133789,0,Control
110802410,5,0,TRUE,0,0,52.736305236816406,0,Control
110802410,2,0,TRUE,0,0,63.90901565551758,0,Control
110802410,3,0,TRUE,0,0,28.801103591918945,0,Control
110802412,2,0,TRUE,0,0,27.389577865600586,0,Control
110802412,6,0,TRUE,0,0,80.4258804321289,0,Control
110802412,3,0,TRUE,0,0,82.28886413574219,0,Control
110802412,4,0,TRUE,0,0,113.25148010253906,0,Control
110802412,5,0,TRUE,0,0,114.26200103759766,0,Control
110802413,2,0,TRUE,0,0,27.389577865600586,0,Control
110802413,3,0,TRUE,0,0,41.144432067871094,0,Control
110802413,6,0,TRUE,0,0,48.25552749633789,0,Control
110802413,5,0,TRUE,0,0,70.31507873535156,0,Control
110802413,4,0,TRUE,0,0,43.55826187133789,0,Control
110803902,6,4,FALSE,0,1,241.2776336669922,1,In-kind
110803902,4,2,FALSE,0,1,174.23304748535156,1,In-kind
110803902,2,0,FALSE,0,1,109.55831146240234,1,In-kind
110803902,5,3,FALSE,0,1,105.47261047363281,1,In-kind
110803902,3,1,FALSE,0,1,NA,1,In-kind
110803903,4,2,FALSE,0,1,348.4660949707031,1,In-kind
110803903,2,0,FALSE,0,1,182.59718322753906,1,In-kind
110803903,3,1,FALSE,0,1,164.57772827148438,1,In-kind
110803903,5,3,FALSE,0,1,615.25689697265625,1,In-kind
110803903,6,4,FALSE,0,1,522.7681884765625,1,In-kind
110803905,4,0,TRUE,0,0,348.4660949707031,0,Control
110803905,6,0,TRUE,0,0,281.4905700683594,0,Control
110803905,5,0,TRUE,0,0,351.57537841796875,0,Control
110803905,3,0,TRUE,0,0,246.86659240722656,0,Control
110803905,2,0,TRUE,0,0,246.50621032714844,0,Control
110901402,3,0,TRUE,0,0,164.57772827148438,0,Control
110901402,5,0,TRUE,0,0,158.20892333984375,0,Control
110901402,6,0,TRUE,0,0,321.7035217285156,0,Control
110901402,2,0,TRUE,0,0,91.29859161376953,0,Control
110901402,4,0,TRUE,0,0,NA,0,Control
110901405,5,0,TRUE,0,0,263.6815490722656,0,Control
110901405,6,0,TRUE,0,0,201.064697265625,0,Control
110901405,2,0,TRUE,0,0,273.8957824707031,0,Control
110901405,4,0,TRUE,0,0,261.3495788574219,0,Control
110901405,3,0,TRUE,0,0,123.43329620361328,0,Control
110901406,3,0,TRUE,0,0,246.86659240722656,0,Control
110901406,4,0,TRUE,0,0,130.67478942871094,0,Control
110901406,2,0,TRUE,0,0,45.649295806884766,0,Control
110901406,5,0,TRUE,0,0,131.8407745361328,0,Control
110901406,6,0,TRUE,0,0,193.02210998535156,0,Control
110901407,3,1,FALSE,1,0,452.5887451171875,1,Cash
110901407,5,3,FALSE,1,0,175.78768920898438,1,Cash
110901407,2,0,FALSE,1,0,502.14227294921875,1,Cash
110901407,6,4,FALSE,1,0,402.12939453125,1,Cash
110901407,4,2,FALSE,1,0,392.02435302734375,1,Cash
110901410,4,0,TRUE,0,0,NA,0,Control
110901410,3,0,TRUE,0,0,32.91554641723633,0,Control
110901410,2,0,TRUE,0,0,54.77915573120117,0,Control
110901410,6,0,TRUE,0,0,NA,0,Control
110901410,5,0,TRUE,0,0,NA,0,Control
110901411,6,4,FALSE,0,1,NA,1,In-kind
110901411,5,3,FALSE,0,1,NA,1,In-kind
110901411,4,2,FALSE,0,1,87.11652374267578,1,In-kind
110901411,3,1,FALSE,0,1,49.37331771850586,1,In-kind
110901411,2,0,FALSE,0,1,45.649295806884766,1,In-kind
110905603,3,0,TRUE,0,0,57.60220718383789,0,Control
110905603,4,0,TRUE,0,0,69.69322204589844,0,Control
110905603,2,0,TRUE,0,0,27.389577865600586,0,Control
110905603,6,0,TRUE,0,0,56.29811477661133,0,Control
110905603,5,0,TRUE,0,0,43.946922302246094,0,Control
110905604,5,0,TRUE,0,0,NA,0,Control
110905604,3,0,TRUE,0,0,82.28886413574219,0,Control
110905604,4,0,TRUE,0,0,NA,0,Control
110905604,6,0,TRUE,0,0,NA,0,Control
110905604,2,0,TRUE,0,0,73.03887939453125,0,Control
110905606,5,0,TRUE,0,0,500.9949035644531,0,Control
110905606,2,0,TRUE,0,0,273.8957824707031,0,Control
110905606,4,0,TRUE,0,0,723.067138671875,0,Control
110905606,3,0,TRUE,0,0,164.57772827148438,0,Control
110905606,6,0,TRUE,0,0,0,0,Control
110905609,6,0,TRUE,0,0,NA,0,Control
110905609,2,0,TRUE,0,0,18.259719848632813,0,Control
110905609,5,0,TRUE,0,0,NA,0,Control
110905609,4,0,TRUE,0,0,NA,0,Control
110905609,3,0,TRUE,0,0,NA,0,Control
110905615,5,0,TRUE,0,0,0,0,Control
110905615,3,0,TRUE,0,0,378.5287780761719,0,Control
110905615,6,0,TRUE,0,0,0,0,Control
110905615,2,0,TRUE,0,0,200.85690307617188,0,Control
110905615,4,0,TRUE,0,0,60.9815673828125,0,Control
110905617,2,0,TRUE,0,0,18.259719848632813,0,Control
110905617,4,0,TRUE,0,0,39.20243453979492,0,Control
110905617,6,0,TRUE,0,0,0,0,Control
110905617,3,0,TRUE,0,0,41.144432067871094,0,Control
110905617,5,0,TRUE,0,0,35.15753936767578,0,Control
110905618,6,4,FALSE,0,1,160.8517608642578,1,In-kind
110905618,5,3,FALSE,0,1,131.8407745361328,1,In-kind
110905618,3,1,FALSE,0,1,148.1199493408203,1,In-kind
110905618,2,0,FALSE,0,1,136.94789123535156,1,In-kind
110905618,4,2,FALSE,0,1,121.963134765625,1,In-kind
110905620,3,0,TRUE,0,0,0,0,Control
110905620,4,0,TRUE,0,0,NA,0,Control
110905620,6,0,TRUE,0,0,NA,0,Control
110905620,2,0,TRUE,0,0,54.77915573120117,0,Control
110905620,5,0,TRUE,0,0,NA,0,Control
110905622,4,0,TRUE,0,0,174.23304748535156,0,Control
110905622,5,0,TRUE,0,0,351.57537841796875,0,Control
110905622,3,0,TRUE,0,0,123.43329620361328,0,Control
110905622,2,0,TRUE,0,0,173.4673309326172,0,Control
110905622,6,0,TRUE,0,0,305.6183166503906,0,Control
111000101,5,0,TRUE,0,0,0,0,Control
111000101,2,0,TRUE,0,0,547.79156494140625,0,Control
111000101,4,0,TRUE,0,0,0,0,Control
111000101,3,0,TRUE,0,0,288.0110168457031,0,Control
111000101,6,0,TRUE,0,0,0,0,Control
111000102,4,0,TRUE,0,0,17.42330551147461,0,Control
111000102,6,0,TRUE,0,0,28.149057388305664,0,Control
111000102,2,0,TRUE,0,0,18.259719848632813,0,Control
111000102,3,0,TRUE,0,0,16.457773208618164,0,Control
111000102,5,0,TRUE,0,0,30.762845993041992,0,Control
111000103,4,0,TRUE,0,0,26.13495635986328,0,Control
111000103,2,0,TRUE,0,0,18.259719848632813,0,Control
111000103,5,0,TRUE,0,0,NA,0,Control
111000103,6,0,TRUE,0,0,24.127763748168945,0,Control
111000103,3,0,TRUE,0,0,24.68665885925293,0,Control
111000105,2,0,FALSE,1,0,27.389577865600586,1,Cash
111000105,5,3,FALSE,1,0,26.368152618408203,1,Cash
111000105,6,4,FALSE,1,0,402.12939453125,1,Cash
111000105,3,1,FALSE,1,0,49.37331771850586,1,Cash
111000105,4,2,FALSE,1,0,26.13495635986328,1,Cash
111000108,5,3,FALSE,0,1,105.47261047363281,1,In-kind
111000108,3,1,FALSE,0,1,139.8910675048828,1,In-kind
111000108,4,2,FALSE,0,1,104.53982543945313,1,In-kind
111000108,2,0,FALSE,0,1,109.55831146240234,1,In-kind
111000108,6,4,FALSE,0,1,120.6388168334961,1,In-kind
111000502,2,0,TRUE,0,0,27.389577865600586,0,Control
111000502,5,0,TRUE,0,0,15.820892333984375,0,Control
111000502,3,0,TRUE,0,0,45.25887680053711,0,Control
111000502,4,0,TRUE,0,0,39.20243453979492,0,Control
111000502,6,0,TRUE,0,0,NA,0,Control
111000503,2,0,FALSE,0,1,1369.4788818359375,1,In-kind
111000503,5,3,FALSE,0,1,1406.301513671875,1,In-kind
111000503,3,1,FALSE,0,1,493.7331848144531,1,In-kind
111000503,6,4,FALSE,0,1,1447.665771484375,1,In-kind
111000503,4,2,FALSE,0,1,871.16522216796875,1,In-kind
111000504,6,0,TRUE,0,0,40.21294021606445,0,Control
111000504,2,0,TRUE,0,0,63.90901565551758,0,Control
111000504,3,0,TRUE,0,0,61.71664810180664,0,Control
111000504,5,0,TRUE,0,0,105.47261047363281,0,Control
111000504,4,0,TRUE,0,0,65.33739471435547,0,Control
111000505,6,0,TRUE,0,0,NA,0,Control
111000505,4,0,TRUE,0,0,NA,0,Control
111000505,5,0,TRUE,0,0,NA,0,Control
111000505,2,0,TRUE,0,0,54.77915573120117,0,Control
111000505,3,0,TRUE,0,0,NA,0,Control
111000506,5,3,FALSE,0,1,175.78768920898438,1,In-kind
111000506,4,2,FALSE,0,1,69.69322204589844,1,In-kind
111000506,3,1,FALSE,0,1,82.28886413574219,1,In-kind
111000506,2,0,FALSE,0,1,54.77915573120117,1,In-kind
111000506,6,4,FALSE,0,1,48.25552749633789,1,In-kind
111000507,3,0,TRUE,0,0,82.28886413574219,0,Control
111000507,6,0,TRUE,0,0,160.8517608642578,0,Control
111000507,5,0,TRUE,0,0,NA,0,Control
111000507,2,0,TRUE,0,0,91.29859161376953,0,Control
111000507,4,0,TRUE,0,0,NA,0,Control
111000508,5,0,TRUE,0,0,219.734619140625,0,Control
111000508,3,0,TRUE,0,0,74.05997467041016,0,Control
111000508,2,0,TRUE,0,0,91.29859161376953,0,Control
111000508,6,0,TRUE,0,0,225.1924591064453,0,Control
111000508,4,0,TRUE,0,0,69.69322204589844,0,Control
111002201,6,0,TRUE,0,0,144.76657104492188,0,Control
111002201,5,0,TRUE,0,0,10.547261238098145,0,Control
111002201,3,0,TRUE,0,0,NA,0,Control
111002201,2,0,TRUE,0,0,22.824647903442383,0,Control
111002201,4,0,TRUE,0,0,NA,0,Control
111002202,2,0,TRUE,0,0,182.59718322753906,0,Control
111002202,3,0,TRUE,0,0,123.43329620361328,0,Control
111002202,6,0,TRUE,0,0,120.6388168334961,0,Control
111002202,4,0,TRUE,0,0,174.23304748535156,0,Control
111002202,5,0,TRUE,0,0,87.89384460449219,0,Control
111002203,4,0,TRUE,0,0,95.82817840576172,0,Control
111002203,6,0,TRUE,0,0,48.25552749633789,0,Control
111002203,3,0,TRUE,0,0,82.28886413574219,0,Control
111002203,2,0,TRUE,0,0,73.03887939453125,0,Control
111002203,5,0,TRUE,0,0,87.89384460449219,0,Control
111002204,3,1,FALSE,1,0,82.28886413574219,1,Cash
111002204,5,3,FALSE,1,0,NA,1,Cash
111002204,6,4,FALSE,1,0,201.064697265625,1,Cash
111002204,4,2,FALSE,1,0,NA,1,Cash
111002204,2,0,FALSE,1,0,136.94789123535156,1,Cash
111002205,5,0,TRUE,0,0,439.46923828125,0,Control
111002205,2,0,TRUE,0,0,219.1166229248047,0,Control
111002205,6,0,TRUE,0,0,361.91644287109375,0,Control
111002205,4,0,TRUE,0,0,348.4660949707031,0,Control
111002205,3,0,TRUE,0,0,411.4443359375,0,Control
111002208,5,0,TRUE,0,0,131.8407745361328,0,Control
111002208,6,0,TRUE,0,0,NA,0,Control
111002208,2,0,TRUE,0,0,NA,0,Control
111002208,4,0,TRUE,0,0,243.92626953125,0,Control
111002208,3,0,TRUE,0,0,98.74663543701172,0,Control
111002215,6,4,FALSE,0,1,176.9369354248047,1,In-kind
111002215,3,1,FALSE,0,1,115.20441436767578,1,In-kind
111002215,4,2,FALSE,0,1,130.67478942871094,1,In-kind
111002215,5,3,FALSE,0,1,87.89384460449219,1,In-kind
111002215,2,0,FALSE,0,1,114.12324523925781,1,In-kind
111002217,3,0,TRUE,0,0,NA,0,Control
111002217,5,0,TRUE,0,0,NA,0,Control
111002217,6,0,TRUE,0,0,482.5552673339844,0,Control
111002217,2,0,TRUE,0,0,273.8957824707031,0,Control
111002217,4,0,TRUE,0,0,392.02435302734375,0,Control
111002218,2,0,TRUE,0,0,109.55831146240234,0,Control
111002218,4,0,TRUE,0,0,226.50296020507813,0,Control
111002218,5,0,TRUE,0,0,527.36309814453125,0,Control
111002218,6,0,TRUE,0,0,120.6388168334961,0,Control
111002218,3,0,TRUE,0,0,205.72216796875,0,Control
120102002,5,0,TRUE,0,0,5.273630619049072,0,Control
120102002,4,0,TRUE,0,0,87.11652374267578,0,Control
120102002,3,0,TRUE,0,0,164.57772827148438,0,Control
120102002,2,0,TRUE,0,0,244.68023681640625,0,Control
120102002,6,0,TRUE,0,0,16.085174560546875,0,Control
120102004,5,3,FALSE,0,1,17.57876968383789,1,In-kind
120102004,2,0,FALSE,0,1,18.259719848632813,1,In-kind
120102004,4,2,FALSE,0,1,56.62574005126953,1,In-kind
120102004,6,4,FALSE,0,1,24.127763748168945,1,In-kind
120102004,3,1,FALSE,0,1,41.144432067871094,1,In-kind
120102005,6,0,TRUE,0,0,4.021293640136719,0,Control
120102005,4,0,TRUE,0,0,52.26991271972656,0,Control
120102005,3,0,TRUE,0,0,41.144432067871094,0,Control
120102005,2,0,TRUE,0,0,24.65062141418457,0,Control
120102005,5,0,TRUE,0,0,21.973461151123047,0,Control
120102008,6,4,FALSE,1,0,33.77886962890625,1,Cash
120102008,3,1,FALSE,1,0,21.395105361938477,1,Cash
120102008,2,0,FALSE,1,0,45.649295806884766,1,Cash
120102008,4,2,FALSE,1,0,39.20243453979492,1,Cash
120102008,5,3,FALSE,1,0,0,1,Cash
120201406,2,0,FALSE,0,1,91.29859161376953,1,In-kind
120201406,4,2,FALSE,0,1,174.23304748535156,1,In-kind
120201406,3,1,FALSE,0,1,82.28886413574219,1,In-kind
120201406,6,4,FALSE,0,1,241.2776336669922,1,In-kind
120201406,5,3,FALSE,0,1,43.946922302246094,1,In-kind
120400503,5,0,TRUE,0,0,7.9104461669921875,0,Control
120400503,4,0,TRUE,0,0,21.779130935668945,0,Control
120400503,3,0,TRUE,0,0,14.400551795959473,0,Control
120400503,6,0,TRUE,0,0,9.651104927062988,0,Control
120400503,2,0,TRUE,0,0,4.564929962158203,0,Control
120400507,6,0,TRUE,0,0,80.4258804321289,0,Control
120400507,5,0,TRUE,0,0,123.05138397216797,0,Control
120400507,4,0,TRUE,0,0,174.23304748535156,0,Control
120400507,2,0,TRUE,0,0,27.389577865600586,0,Control
120400507,3,0,TRUE,0,0,24.68665885925293,0,Control
120400508,5,0,TRUE,0,0,26.368152618408203,0,Control
120400508,2,0,TRUE,0,0,45.649295806884766,0,Control
120400508,6,0,TRUE,0,0,64.3406982421875,0,Control
120400508,3,0,TRUE,0,0,41.144432067871094,0,Control
120400508,4,0,TRUE,0,0,130.67478942871094,0,Control
120401601,4,0,TRUE,0,0,43.55826187133789,0,Control
120401601,5,0,TRUE,0,0,61.525691986083984,0,Control
120401601,6,0,TRUE,0,0,80.4258804321289,0,Control
120401601,2,0,TRUE,0,0,63.90901565551758,0,Control
120401601,3,0,TRUE,0,0,41.144432067871094,0,Control
120401603,5,0,TRUE,0,0,175.78768920898438,0,Control
120401603,4,0,TRUE,0,0,87.11652374267578,0,Control
120401603,2,0,TRUE,0,0,118.68817138671875,0,Control
120401603,6,0,TRUE,0,0,241.2776336669922,0,Control
120401603,3,0,TRUE,0,0,16.457773208618164,0,Control
120401608,3,0,TRUE,0,0,12.343329429626465,0,Control
120401608,2,0,TRUE,0,0,9.129859924316406,0,Control
120401608,4,0,TRUE,0,0,139.38644409179688,0,Control
120401608,5,0,TRUE,0,0,105.47261047363281,0,Control
120401608,6,0,TRUE,0,0,80.4258804321289,0,Control
120401611,5,0,TRUE,0,0,35.15753936767578,0,Control
120401611,4,0,TRUE,0,0,26.13495635986328,0,Control
120401611,6,0,TRUE,0,0,80.4258804321289,0,Control
120401611,2,0,TRUE,0,0,36.519439697265625,0,Control
120401611,3,0,TRUE,0,0,41.144432067871094,0,Control
120401612,4,0,TRUE,0,0,13.06747817993164,0,Control
120401612,5,0,TRUE,0,0,17.57876968383789,0,Control
120401612,3,0,TRUE,0,0,8.228886604309082,0,Control
120401612,2,0,TRUE,0,0,11.868817329406738,0,Control
120401612,6,0,TRUE,0,0,20.106470108032227,0,Control
120401613,5,3,FALSE,0,1,333.9966125488281,1,In-kind
120401613,3,1,FALSE,0,1,181.03550720214844,1,In-kind
120401613,2,0,FALSE,0,1,109.55831146240234,1,In-kind
120401613,6,4,FALSE,0,1,201.064697265625,1,In-kind
120401613,4,2,FALSE,0,1,235.21461486816406,1,In-kind
120401614,3,0,TRUE,0,0,8.228886604309082,0,Control
120401614,4,0,TRUE,0,0,9.582818031311035,0,Control
120401614,5,0,TRUE,0,0,28.12602996826172,0,Control
120401614,6,0,TRUE,0,0,28.149057388305664,0,Control
120401614,2,0,TRUE,0,0,27.389577865600586,0,Control
120403902,2,0,FALSE,1,0,204.50885009765625,1,Cash
120403902,6,4,FALSE,1,0,201.064697265625,1,Cash
120403902,3,1,FALSE,1,0,292.1254577636719,1,Cash
120403902,4,2,FALSE,1,0,387.66851806640625,1,Cash
120403902,5,3,FALSE,1,0,369.1541442871094,1,Cash
120403905,6,4,FALSE,0,1,56.29811477661133,1,In-kind
120403905,4,2,FALSE,0,1,NA,1,In-kind
120403905,5,3,FALSE,0,1,43.946922302246094,1,In-kind
120403905,2,0,FALSE,0,1,273.8957824707031,1,In-kind
120403905,3,1,FALSE,0,1,65.83109283447266,1,In-kind
120403906,4,0,TRUE,0,0,87.11652374267578,0,Control
120403906,2,0,TRUE,0,0,27.389577865600586,0,Control
120403906,5,0,TRUE,0,0,43.946922302246094,0,Control
120403906,6,0,TRUE,0,0,40.21294021606445,0,Control
120403906,3,0,TRUE,0,0,41.144432067871094,0,Control
120403911,2,0,TRUE,0,0,91.29859161376953,0,Control
120403911,3,0,TRUE,0,0,16.457773208618164,0,Control
120403911,6,0,TRUE,0,0,72.38328552246094,0,Control
120403911,5,0,TRUE,0,0,43.946922302246094,0,Control
120403911,4,0,TRUE,0,0,435.5826110839844,0,Control
120403913,6,0,TRUE,0,0,52.27682113647461,0,Control
120403913,3,0,TRUE,0,0,57.60220718383789,0,Control
120403913,2,0,TRUE,0,0,13.694788932800293,0,Control
120403913,4,0,TRUE,0,0,43.55826187133789,0,Control
120403913,5,0,TRUE,0,0,52.736305236816406,0,Control
120403915,2,0,TRUE,0,0,68.47394561767578,0,Control
120403915,5,0,TRUE,0,0,26.368152618408203,0,Control
120403915,6,0,TRUE,0,0,8.0425872802734375,0,Control
120403915,4,0,TRUE,0,0,69.69322204589844,0,Control
120403915,3,0,TRUE,0,0,82.28886413574219,0,Control
120403916,6,0,TRUE,0,0,64.3406982421875,0,Control
120403916,3,0,TRUE,0,0,148.1199493408203,0,Control
120403916,4,0,TRUE,0,0,313.6194763183594,0,Control
120403916,2,0,TRUE,0,0,197.20497131347656,0,Control
120403916,5,0,TRUE,0,0,369.1541442871094,0,Control
120500301,6,4,FALSE,1,0,40.21294021606445,1,Cash
120500301,5,3,FALSE,1,0,87.89384460449219,1,Cash
120500301,3,1,FALSE,1,0,49.37331771850586,1,Cash
120500301,4,2,FALSE,1,0,60.9815673828125,1,Cash
120500301,2,0,FALSE,1,0,54.77915573120117,1,Cash
120500302,4,0,TRUE,0,0,52.26991271972656,0,Control
120500302,5,0,TRUE,0,0,52.736305236816406,0,Control
120500302,3,0,TRUE,0,0,41.144432067871094,0,Control
120500302,2,0,TRUE,0,0,54.77915573120117,0,Control
120500302,6,0,TRUE,0,0,25.73628044128418,0,Control
120500303,5,0,TRUE,0,0,219.734619140625,0,Control
120500303,2,0,TRUE,0,0,109.55831146240234,0,Control
120500303,3,0,TRUE,0,0,98.74663543701172,0,Control
120500303,4,0,TRUE,0,0,156.8097381591797,0,Control
120500303,6,0,TRUE,0,0,80.4258804321289,0,Control
120500304,3,0,TRUE,0,0,49.37331771850586,0,Control
120500304,5,0,TRUE,0,0,NA,0,Control
120500304,2,0,TRUE,0,0,18.259719848632813,0,Control
120500304,6,0,TRUE,0,0,NA,0,Control
120500304,4,0,TRUE,0,0,26.13495635986328,0,Control
120500305,2,0,TRUE,0,0,45.649295806884766,0,Control
