locality_identifier,household_identifier,treatment_locality,promotion_locality,eligible,enrolled,enrolled_rp,poverty_index,round,health_expenditures,age_hh,age_sp,educ_hh,educ_sp,female_hh,indigenous,hhsize,dirtfloor,bathroom,land,hospital_distance,hospital
7,2413,1,1,1,1,1,54.48222732543945,0,15.750819206237793,45,33,0,0,0,1,5,0,0,2,128.01560274872062,0
7,2413,1,1,1,1,1,54.48222732543945,1,8.738724708557129,46,35,0,0,0,1,5,0,0,2,128.01560274872062,0
7,2414,1,1,1,1,1,52.39567184448242,1,7.505234718322754,40,36,1,4,0,1,5,0,0,1,128.01560274872062,0
7,2414,1,1,1,1,1,52.39567184448242,0,16.259157180786133,39,35,1,4,0,1,5,0,0,1,128.01560274872062,0
7,2419,1,1,1,1,1,56.91653823852539,0,12.463495254516602,54,37,0,0,0,1,7,0,1,1,128.01560274872062,0
7,2419,1,1,1,1,1,56.91653823852539,1,9.013842582702637,55,38,0,0,0,1,7,0,1,1,128.01560274872062,0
7,2423,1,1,1,1,1,52.009273529052734,0,19.075347900390625,69,41,0,2,1,1,5,0,1,1,128.01560274872062,0
7,2423,1,1,1,1,1,52.009273529052734,1,0,70,41,0,2,1,1,5,0,1,1,128.01560274872062,0
7,2425,1,1,1,1,1,52.93663024902344,0,12.934103965759277,28,28,9,6,0,1,6,0,1,0,128.01560274872062,0
7,2425,1,1,1,1,1,52.93663024902344,1,1.6760351657867432,29,29,9,6,0,1,6,0,1,0,128.01560274872062,0
7,2426,1,1,1,1,1,48.68624496459961,0,12.73532772064209,28,25,6,6,0,1,6,0,1,0,128.01560274872062,0
7,2426,1,1,1,1,1,48.68624496459961,1,7.721457481384277,29,26,6,6,0,1,6,0,1,0,128.01560274872062,0
7,2427,1,1,1,1,1,52.009273529052734,1,0,41,40,3,2,0,1,6,0,1,1,128.01560274872062,0
7,2427,1,1,1,1,1,52.009273529052734,0,14.782214164733887,40,39,3,2,0,1,6,0,1,1,128.01560274872062,0
7,2428,1,1,1,1,1,45.9041748046875,1,6.325940132141113,35,31,4,6,0,1,7,0,1,1,128.01560274872062,0
7,2428,1,1,1,1,1,45.9041748046875,0,11.781270980834961,34,30,4,6,0,1,7,0,1,1,128.01560274872062,0
7,2429,1,1,1,1,1,57.49613571166992,1,60.57444381713867,28,27,6,6,0,1,3,0,0,0,128.01560274872062,0
7,2429,1,1,1,1,1,57.49613571166992,0,18.550479888916016,27,26,6,6,0,1,3,0,0,0,128.01560274872062,0
7,2430,1,1,1,1,1,53.554866790771484,0,16.84365463256836,27,24,6,6,0,1,4,0,1,1,128.01560274872062,0
7,2430,1,1,1,1,1,53.554866790771484,1,6.436585426330566,28,25,6,6,0,1,4,0,1,1,128.01560274872062,0
7,2431,1,1,1,1,1,50.61823654174805,0,17.666404724121094,25,22,9,9,0,1,2,1,0,1,128.01560274872062,0
7,2431,1,1,1,1,1,50.61823654174805,1,9.905436515808105,26,23,9,9,0,1,2,1,0,1,128.01560274872062,0
7,2433,1,1,1,1,1,53.78670883178711,1,10.567231178283691,47,48,2,2,0,1,5,0,1,1,128.01560274872062,0
7,2433,1,1,1,1,1,53.78670883178711,0,17.46092414855957,46,47,2,2,0,1,5,0,1,1,128.01560274872062,0
7,2436,1,1,1,1,1,52.39567184448242,0,14.424592018127441,39,40,2,3,0,1,6,0,0,1,128.01560274872062,0
7,2436,1,1,1,1,1,52.39567184448242,1,10.407002449035645,40,41,2,3,0,1,6,0,0,1,128.01560274872062,0
7,2438,1,1,1,1,1,48.0680046081543,0,16.47632598876953,25,22,9,8,0,1,4,0,1,1,128.01560274872062,0
7,2438,1,1,1,1,1,48.0680046081543,1,16.482715606689453,26,23,9,8,0,1,4,0,1,1,128.01560274872062,0
7,2440,1,1,1,1,1,52.31839370727539,0,14.299251556396484,27,27,6,6,0,1,4,1,1,0,128.01560274872062,0
7,2440,1,1,1,1,1,52.31839370727539,1,11.619391441345215,28,28,6,6,0,1,4,1,1,0,128.01560274872062,0
7,2445,1,1,1,1,1,52.62751007080078,1,6.481794357299805,33,25,6,6,0,1,5,0,0,0,128.01560274872062,0
7,2445,1,1,1,1,1,52.62751007080078,0,14.673662185668945,31,24,6,6,0,1,5,0,0,0,128.01560274872062,0
7,2446,1,1,1,1,1,53.78670883178711,0,17.519718170166016,45,44,1,2,0,1,5,0,1,2,128.01560274872062,0
7,2446,1,1,1,1,1,53.78670883178711,1,15.62646198272705,46,45,1,2,0,1,5,0,1,2,128.01560274872062,0
19,2447,1,1,1,1,1,50.38639831542969,1,7.018885612487793,35,35,3,1,0,0,9,1,0,1,96.73200305730943,0
19,2447,1,1,1,1,1,50.38639831542969,0,7.632627010345459,34,34,3,1,0,0,9,1,0,1,96.73200305730943,0
19,2452,1,1,1,1,1,48.145286560058594,1,9.105860710144043,35,31,2,4,0,0,7,0,0,0,96.73200305730943,0
19,2452,1,1,1,1,1,48.145286560058594,0,13.91252326965332,34,30,2,4,0,0,7,0,0,0,96.73200305730943,0
19,2456,1,1,1,1,1,55.33230209350586,0,18.107892990112305,23,19,2,6,0,0,4,0,0,0,96.73200305730943,0
19,2456,1,1,1,1,1,55.33230209350586,1,14.198691368103027,24,20,2,6,0,0,4,0,0,0,96.73200305730943,0
68,2468,0,0,1,0,0,44.629058837890625,0,16.413990020751953,34,32,2,6,0,0,5,1,0,5,120.96534108066528,1
68,2468,0,0,1,0,0,44.629058837890625,1,23.38381576538086,35,33,2,6,0,0,5,1,0,5,120.96534108066528,0
68,2469,0,0,1,0,0,48.29984664916992,0,13.60583782196045,58,45,0,0,0,0,8,0,1,2,120.96534108066528,0
68,2469,0,0,1,0,0,48.29984664916992,1,11.012857437133789,59,46,0,0,0,0,8,0,1,2,120.96534108066528,0
68,2473,0,0,1,0,0,56.33694076538086,0,17.989646911621094,58,52,0,0,0,0,5,1,1,6,120.96534108066528,0
68,2473,0,0,1,0,0,56.33694076538086,1,22.99033546447754,59,53,0,0,0,0,5,1,1,6,120.96534108066528,0
68,2474,0,0,1,0,0,49.65224075317383,0,12.020194053649902,37,33,2,2,0,0,7,1,1,0,120.96534108066528,0
68,2474,0,0,1,0,0,49.65224075317383,1,10.973333358764648,38,34,2,2,0,0,7,1,1,0,120.96534108066528,0
68,2475,0,0,1,0,0,51.08191680908203,0,15.172080993652344,42,41,2,2,0,0,6,1,1,2,120.96534108066528,0
68,2475,0,0,1,0,0,51.08191680908203,1,12.255428314208984,43,42,2,2,0,0,6,1,1,2,120.96534108066528,0
68,2477,0,0,1,0,0,55.71870040893555,1,17.9219970703125,27,26,3,3,0,0,3,1,0,0,120.96534108066528,0
68,2477,0,0,1,0,0,55.71870040893555,0,18.36174964904785,26,25,3,3,0,0,3,1,0,0,120.96534108066528,0
68,2478,0,0,1,0,0,53.78670883178711,0,13.878417015075684,39,35,0,0,0,0,7,0,1,0,120.96534108066528,0
68,2478,0,0,1,0,0,53.78670883178711,1,12.243964195251465,40,36,0,0,0,0,7,0,1,0,120.96534108066528,0
68,2481,0,0,1,0,0,57.41885757446289,1,14.277865409851074,24,27,9,9,0,0,4,0,1,0,120.96534108066528,0
68,2481,0,0,1,0,0,57.41885757446289,0,19.066747665405273,23,27,9,9,0,0,4,0,1,0,120.96534108066528,0
68,2485,0,0,1,0,0,52.47295379638672,1,18.098430633544922,42,43,0,0,0,0,6,1,1,0,120.96534108066528,0
68,2485,0,0,1,0,0,52.47295379638672,0,13.769230842590332,41,42,0,0,0,0,6,1,1,0,120.96534108066528,0
68,2489,0,0,1,0,0,56.0278205871582,0,14.066198348999023,44,44,4,1,0,0,8,0,1,3,120.96534108066528,0
68,2489,0,0,1,0,0,56.0278205871582,1,16.216978073120117,45,45,4,1,0,0,8,0,1,3,120.96534108066528,0
68,2490,0,0,1,0,0,48.145286560058594,1,11.097041130065918,43,37,2,3,0,0,7,0,1,1,120.96534108066528,0
68,2490,0,0,1,0,0,48.145286560058594,0,15.326379776000977,42,36,2,3,0,0,7,0,1,1,120.96534108066528,0
68,2494,0,0,1,0,0,56.0278205871582,0,19.522300720214844,42,38,3,3,0,0,5,0,1,1,120.96534108066528,0
68,2494,0,0,1,0,0,56.0278205871582,1,44.19167709350586,43,39,3,3,0,0,5,0,1,1,120.96534108066528,0
68,2495,0,0,1,0,0,55.98918151855469,1,21.67066764831543,53,43,1,0,0,0,7,1,1,1,120.96534108066528,0
68,2495,0,0,1,0,0,55.98918151855469,0,13.535300254821777,52,42,1,0,0,0,7,1,1,1,120.96534108066528,0
68,2497,0,0,1,0,0,49.304481506347656,1,10.933347702026367,34,31,3,6,0,0,7,1,1,0,120.96534108066528,1
68,2497,0,0,1,0,0,49.304481506347656,0,11.502052307128906,33,30,3,6,0,0,7,1,1,0,120.96534108066528,0
68,2500,0,0,1,0,0,55.25502395629883,0,18.699878692626953,54,45,0,0,0,0,4,1,1,0,120.96534108066528,0
68,2500,0,0,1,0,0,55.25502395629883,1,26.94516372680664,55,46,0,0,0,0,4,1,1,0,120.96534108066528,0
68,2501,0,0,1,0,0,52.39567184448242,0,16.586740493774414,36,33,2,6,0,0,6,0,1,0,120.96534108066528,0
68,2501,0,0,1,0,0,52.39567184448242,1,18.35820770263672,37,34,2,6,0,0,6,0,1,0,120.96534108066528,0
68,2510,0,0,1,0,0,54.791343688964844,0,19.72943687438965,65,61,0,0,0,0,6,0,1,12,120.96534108066528,0
68,2510,0,0,1,0,0,54.791343688964844,1,13.297038078308105,66,62,0,0,0,0,6,0,1,12,120.96534108066528,1
68,2515,0,0,1,0,0,55.1004638671875,0,17.792221069335938,30,28,6,6,0,0,5,0,1,0,120.96534108066528,1
68,2515,0,0,1,0,0,55.1004638671875,1,18.2509708404541,31,29,6,6,0,0,5,0,1,0,120.96534108066528,0
68,2524,0,0,1,0,0,53.47758865356445,0,16.532169342041016,37,31,3,0,0,0,6,0,1,0,120.96534108066528,0
68,2524,0,0,1,0,0,53.47758865356445,1,13.685774803161621,38,32,3,0,0,0,6,0,1,0,120.96534108066528,0
68,2530,0,0,1,0,0,57.49613571166992,1,9.557221412658691,57,43,3,3,0,0,9,1,1,10,120.96534108066528,0
68,2530,0,0,1,0,0,57.49613571166992,0,11.268730163574219,56,42,3,3,0,0,9,1,1,10,120.96534108066528,0
68,2538,0,0,1,0,0,53.1684684753418,0,19.083393096923828,58,55,0,0,0,0,5,1,1,12,120.96534108066528,0
68,2538,0,0,1,0,0,53.1684684753418,1,24.96249771118164,59,56,0,0,0,0,5,1,1,12,120.96534108066528,0
68,2539,0,0,1,0,0,43.50849914550781,0,10.945281982421875,35,32,0,0,0,0,8,1,1,12,120.96534108066528,0
68,2539,0,0,1,0,0,43.50849914550781,1,9.594958305358887,36,33,0,0,0,0,8,1,1,12,120.96534108066528,0
68,2541,0,0,1,0,0,50.695518493652344,0,15.31918716430664,59,44,0,3,0,0,7,0,1,0,120.96534108066528,0
68,2541,0,0,1,0,0,50.695518493652344,1,15.463640213012695,60,45,0,3,0,0,7,0,1,0,120.96534108066528,0
141,2542,1,1,1,1,1,56.5301399230957,0,16.986295700073242,53,41,0,2,1,1,5,1,0,8,128.34412217870596,0
141,2542,1,1,1,1,1,56.5301399230957,1,0,54,41,0,2,1,1,5,1,0,8,128.34412217870596,0
141,2553,1,1,1,1,1,46.59968948364258,0,8.796491622924805,32,32,4,0,0,1,7,1,0,1,128.34412217870596,0
141,2553,1,1,1,1,1,46.59968948364258,1,0,33,33,4,0,0,1,7,1,0,1,128.34412217870596,1
141,2557,1,1,1,1,1,40.41730880737305,0,11.25069808959961,30,25,0,0,0,1,5,1,0,1,128.34412217870596,0
141,2557,1,1,1,1,1,40.41730880737305,1,1.8009121417999268,31,26,0,0,0,1,5,1,0,1,128.34412217870596,0
144,2561,0,0,1,0,0,41.03554916381836,0,8.566651344299316,36,33,0,0,0,0,8,1,0,0,123.25469806776758,0
144,2561,0,0,1,0,0,41.03554916381836,1,20.709747314453125,36,34,0,0,0,0,8,1,0,0,123.25469806776758,0
144,2565,0,0,1,0,0,47.37248992919922,0,12.516660690307617,38,32,0,6,0,0,8,0,1,5,123.25469806776758,0
144,2565,0,0,1,0,0,47.37248992919922,1,14.447738647460938,39,33,0,6,0,0,8,0,1,5,123.25469806776758,0
144,2567,0,0,1,0,0,51.004638671875,0,16.873764038085938,48,44,0,0,0,0,5,1,1,3,123.25469806776758,0
144,2567,0,0,1,0,0,51.004638671875,1,23.352218627929688,49,45,0,0,0,0,5,1,1,3,123.25469806776758,0
144,2568,0,0,1,0,0,56.877899169921875,1,36.259212493896484,28,41,0,2,0,0,3,1,1,1,123.25469806776758,0
144,2568,0,0,1,0,0,56.877899169921875,0,21.708656311035156,27,41,0,2,0,0,3,1,1,1,123.25469806776758,0
144,2570,0,0,1,0,0,51.777435302734375,1,15.69083023071289,40,28,1,6,0,0,5,1,1,2,123.25469806776758,0
144,2570,0,0,1,0,0,51.777435302734375,0,16.257715225219727,39,27,1,6,0,0,5,1,1,2,123.25469806776758,0
144,2572,0,0,1,0,0,34.46677017211914,1,14.383559226989746,29,29,0,6,0,0,7,1,0,0,123.25469806776758,0
144,2572,0,0,1,0,0,34.46677017211914,0,9.595293998718262,28,28,0,6,0,0,7,1,0,0,123.25469806776758,0
144,2574,0,0,1,0,0,57.187015533447266,1,28.96253204345703,46,40,0,4,0,0,8,0,1,3,123.25469806776758,1
144,2574,0,0,1,0,0,57.187015533447266,0,12.922847747802734,44,39,0,4,0,0,8,0,1,3,123.25469806776758,0
144,2577,0,0,1,0,0,45.595054626464844,0,13.879283905029297,34,34,3,4,0,0,6,1,1,0,123.25469806776758,0
144,2577,0,0,1,0,0,45.595054626464844,1,16.37771224975586,35,35,3,4,0,0,6,1,1,0,123.25469806776758,0
144,2578,0,0,1,0,0,55.795982360839844,1,22.57893943786621,45,34,0,4,0,0,5,0,1,2,123.25469806776758,0
144,2578,0,0,1,0,0,55.795982360839844,0,18.610755920410156,44,33,0,4,0,0,5,0,1,2,123.25469806776758,0
144,2581,0,0,1,0,0,47.83616638183594,1,12.220934867858887,31,29,0,5,0,0,6,1,1,1,123.25469806776758,0
144,2581,0,0,1,0,0,47.83616638183594,0,12.415432929992676,30,29,0,5,0,0,6,1,1,1,123.25469806776758,0
144,2584,0,0,1,0,0,57.341575622558594,0,13.603941917419434,28,27,6,5,0,0,7,0,1,1,123.25469806776758,0
144,2584,0,0,1,0,0,57.341575622558594,1,18.13182258605957,29,28,6,5,0,0,7,0,1,1,123.25469806776758,0
154,2588,1,0,1,1,1,44.66769790649414,1,6.72694206237793,32,28,9,6,0,1,7,1,1,0,135.90713643697242,0
154,2588,1,0,1,1,1,44.66769790649414,0,8.501941680908203,31,27,9,6,0,1,7,1,1,0,135.90713643697242,0
154,2592,1,0,1,1,1,55.98918151855469,1,16.603322982788086,47,47,0,0,0,1,7,0,0,3,135.90713643697242,0
154,2592,1,0,1,1,1,55.98918151855469,0,12.383581161499023,46,46,0,0,0,1,7,0,0,3,135.90713643697242,0
154,2594,1,0,1,1,1,55.48686218261719,0,7.81293249130249,51,36,0,0,0,1,8,1,1,2,135.90713643697242,0
154,2594,1,0,1,1,1,55.48686218261719,1,0,52,37,0,0,0,1,8,1,1,2,135.90713643697242,0
154,2595,1,0,1,1,1,50.463680267333984,0,10.669403076171875,41,33,0,4,0,1,6,1,0,1,135.90713643697242,0
154,2595,1,0,1,1,1,50.463680267333984,1,3.286794900894165,42,34,0,4,0,1,6,1,0,1,135.90713643697242,0
154,2597,1,0,1,1,1,52.241111755371094,0,13.844815254211426,28,24,6,3,0,1,4,1,0,0,135.90713643697242,0
154,2597,1,0,1,1,1,52.241111755371094,1,11.253308296203613,28,25,6,3,0,1,4,1,0,0,135.90713643697242,0
154,2599,1,0,1,1,1,53.70942687988281,0,17.088476181030273,74,68,0,0,0,1,5,0,0,3,135.90713643697242,0
154,2599,1,0,1,1,1,53.70942687988281,1,17.5929012298584,75,69,0,0,0,1,5,0,0,3,135.90713643697242,0
154,2601,1,0,1,1,1,43.58578109741211,0,6.778297424316406,30,25,6,4,0,1,8,1,1,3,135.90713643697242,0
154,2601,1,0,1,1,1,43.58578109741211,1,1.6981136798858643,31,26,6,4,0,1,8,1,1,3,135.90713643697242,0
154,2602,1,0,1,1,1,57.65069580078125,1,5.065134048461914,57,52,0,0,0,1,6,1,1,1,135.90713643697242,0
154,2602,1,0,1,1,1,57.65069580078125,0,12.357258796691895,56,51,0,0,0,1,6,1,1,1,135.90713643697242,0
154,2603,1,0,1,1,1,47.83616638183594,0,11.455897331237793,25,20,4,3,0,1,5,1,1,0,135.90713643697242,0
154,2603,1,0,1,1,1,47.83616638183594,1,6.494030952453613,26,21,4,3,0,1,5,1,1,0,135.90713643697242,0
154,2609,1,0,1,1,1,46.754249572753906,1,16.1666202545166,22,21,5,4,0,1,3,1,0,1,135.90713643697242,0
154,2609,1,0,1,1,1,46.754249572753906,0,14.985097885131836,21,20,5,4,0,1,3,1,0,1,135.90713643697242,0
154,2611,1,0,1,1,1,55.409584045410156,1,8.71892261505127,25,25,6,6,0,1,3,1,1,0,135.90713643697242,0
154,2611,1,0,1,1,1,55.409584045410156,0,15.80599594116211,24,24,6,6,0,1,3,1,1,0,135.90713643697242,0
154,2614,1,0,1,1,1,44.8995361328125,1,5.0924835205078125,31,31,6,0,0,1,7,1,1,2,135.90713643697242,0
154,2614,1,0,1,1,1,44.8995361328125,0,9.055082321166992,30,31,6,0,0,1,7,1,1,2,135.90713643697242,0
154,2615,1,0,1,1,1,51.23647689819336,0,12.908116340637207,31,28,9,4,0,1,5,1,0,3,135.90713643697242,0
154,2615,1,0,1,1,1,51.23647689819336,1,6.627158164978027,31,29,9,4,0,1,5,1,0,3,135.90713643697242,0
154,2616,1,0,1,1,1,47.06336975097656,1,8.90282154083252,30,23,9,6,0,1,6,1,0,0,135.90713643697242,0
154,2616,1,0,1,1,1,47.06336975097656,0,9.641288757324219,29,22,9,6,0,1,6,1,0,0,135.90713643697242,1
39,2619,0,0,1,0,0,48.68624496459961,0,13.23253345489502,45,43,6,6,0,0,8,0,0,0,116.23445376043067,0
39,2619,0,0,1,0,0,48.68624496459961,1,15.501903533935547,46,44,6,6,0,0,8,0,0,0,116.23445376043067,0
39,2626,0,0,1,0,0,53.47758865356445,0,16.641765594482422,36,34,3,6,0,0,6,0,1,0,116.23445376043067,0
39,2626,0,0,1,0,0,53.47758865356445,1,19.959692001342773,36,34,3,6,0,0,6,0,1,0,116.23445376043067,0
39,2627,0,0,1,0,0,57.0324592590332,1,26.881866455078125,30,28,6,6,0,0,4,0,0,1,116.23445376043067,0
39,2627,0,0,1,0,0,57.0324592590332,0,19.635007858276367,30,27,6,6,0,0,4,0,0,1,116.23445376043067,0
39,2629,0,0,1,0,0,45.672332763671875,0,12.68617057800293,39,35,4,5,0,0,8,0,0,1,116.23445376043067,0
39,2629,0,0,1,0,0,45.672332763671875,1,16.26027488708496,40,36,4,5,0,0,8,0,0,1,116.23445376043067,0
39,2630,0,0,1,0,0,54.404945373535156,0,19.4708309173584,66,45,0,0,0,0,5,0,0,1,116.23445376043067,0
39,2630,0,0,1,0,0,54.404945373535156,1,17.519128799438477,68,46,0,0,0,0,5,0,0,1,116.23445376043067,0
39,2631,0,0,1,0,0,50,1,33.520111083984375,32,30,5,3,0,0,5,1,0,0,116.23445376043067,0
39,2631,0,0,1,0,0,50,0,15.039387702941895,31,29,5,3,0,0,5,1,0,0,116.23445376043067,0
39,2634,0,0,1,0,0,47.758888244628906,1,19.565662384033203,35,30,6,6,0,0,6,1,0,1,116.23445376043067,0
39,2634,0,0,1,0,0,47.758888244628906,0,13.437728881835938,34,29,6,6,0,0,6,1,0,1,116.23445376043067,0
39,2637,0,0,1,0,0,49.92272186279297,1,38.159061431884766,58,45,1,0,0,0,3,1,0,0,116.23445376043067,0
39,2637,0,0,1,0,0,49.92272186279297,0,21.51030158996582,57,44,1,0,0,0,3,1,0,0,116.23445376043067,0
39,2638,0,0,1,0,0,49.84543991088867,1,24.956375122070313,40,40,2,6,0,0,8,0,0,1,116.23445376043067,0
39,2638,0,0,1,0,0,49.84543991088867,0,12.866500854492188,39,39,2,6,0,0,8,0,0,1,116.23445376043067,0
39,2640,0,0,1,0,0,56.72333908081055,1,33.979393005371094,31,28,2,2,0,0,4,0,0,0,116.23445376043067,0
39,2640,0,0,1,0,0,56.72333908081055,0,19.54543685913086,31,27,2,2,0,0,4,0,0,0,116.23445376043067,0
31,2652,0,0,1,0,0,57.187015533447266,0,21.78992462158203,53,51,1,2,0,0,3,1,1,0,155.29782631231927,0
31,2652,0,0,1,0,0,57.187015533447266,1,31.180206298828125,54,52,1,2,0,0,3,1,1,0,155.29782631231927,0
31,2653,0,0,1,0,0,50,0,15.974599838256836,31,25,6,6,0,0,6,0,1,2,155.29782631231927,0
31,2653,0,0,1,0,0,50,1,20.559125900268555,32,26,6,6,0,0,6,0,1,2,155.29782631231927,0
31,2654,0,0,1,0,0,52.39567184448242,1,32.2039794921875,19,18,5,9,0,0,4,1,1,0,155.29782631231927,0
31,2654,0,0,1,0,0,52.39567184448242,0,15.046441078186035,18,17,5,9,0,0,4,1,1,0,155.29782631231927,0
31,2655,0,0,1,0,0,54.86862564086914,0,17.063541412353516,24,24,6,6,0,0,5,0,1,1,155.29782631231927,0
31,2655,0,0,1,0,0,54.86862564086914,1,19.118297576904297,25,25,6,6,0,0,5,0,1,1,155.29782631231927,0
31,2656,0,0,1,0,0,55.83462142944336,1,19.907968521118164,45,41,0,2,0,0,7,0,1,1,155.29782631231927,0
31,2656,0,0,1,0,0,55.83462142944336,0,14.647335052490234,44,40,0,2,0,0,7,0,1,1,155.29782631231927,0
31,2657,0,0,1,0,0,42.58114242553711,1,16.357654571533203,39,38,2,2,0,0,9,1,1,2,155.29782631231927,0
31,2657,0,0,1,0,0,42.58114242553711,0,8.562531471252441,38,37,2,2,0,0,9,1,1,2,155.29782631231927,0
31,2660,0,0,1,0,0,47.37248992919922,1,16.716806411743164,31,28,3,9,0,0,8,0,1,2,155.29782631231927,0
31,2660,0,0,1,0,0,47.37248992919922,0,11.96267032623291,30,27,3,9,0,0,8,0,1,2,155.29782631231927,0
31,2666,0,0,1,0,0,56.80061721801758,1,18.76934242248535,28,23,6,5,0,0,3,0,1,1,155.29782631231927,1
31,2666,0,0,1,0,0,56.80061721801758,0,21.398746490478516,27,23,6,5,0,0,3,0,1,1,155.29782631231927,0
31,2667,0,0,1,0,0,51.777435302734375,0,17.58989715576172,34,23,1,1,0,0,4,1,1,2,155.29782631231927,0
31,2667,0,0,1,0,0,51.777435302734375,1,21.521535873413086,35,25,1,1,0,0,4,1,1,2,155.29782631231927,0
31,2671,0,0,1,0,0,57.49613571166992,1,20.429931640625,27,22,6,6,0,0,4,0,1,0,155.29782631231927,0
31,2671,0,0,1,0,0,57.49613571166992,0,18.88513946533203,26,21,6,6,0,0,4,0,1,0,155.29782631231927,0
31,2672,0,0,1,0,0,53.78670883178711,1,21.37339973449707,56,41,0,2,1,0,1,1,0,0,155.29782631231927,0
31,2672,0,0,1,0,0,53.78670883178711,0,26.404827117919922,55,41,0,2,1,0,1,1,0,0,155.29782631231927,0
31,2673,0,0,1,0,0,52.93663024902344,1,20.18418312072754,27,24,9,9,0,0,6,0,1,0,155.29782631231927,0
31,2673,0,0,1,0,0,52.93663024902344,0,14.963598251342773,26,23,9,9,0,0,6,0,1,0,155.29782631231927,0
31,2675,0,0,1,0,0,38.794437408447266,1,14.048848152160645,44,35,2,0,0,0,7,0,0,1,155.29782631231927,0
31,2675,0,0,1,0,0,38.794437408447266,0,14.954832077026367,43,34,2,0,0,0,7,0,0,1,155.29782631231927,0
71,2677,1,1,1,1,1,55.95054244995117,0,13.344274520874023,37,37,0,2,0,0,6,1,1,0,159.26369315042254,0
71,2677,1,1,1,1,1,55.95054244995117,1,6.314806938171387,38,38,0,2,0,0,6,1,1,0,159.26369315042254,0
71,2678,1,1,1,1,1,55.795982360839844,1,6.943359375,24,22,6,6,0,0,3,0,1,1,159.26369315042254,0
71,2678,1,1,1,1,1,55.795982360839844,0,20.851913452148438,23,21,6,6,0,0,3,0,1,1,159.26369315042254,0
71,2679,1,1,1,1,1,54.1731071472168,0,19.516056060791016,32,21,3,6,0,0,4,0,1,0,159.26369315042254,0
71,2679,1,1,1,1,1,54.1731071472168,1,16.925037384033203,33,22,3,6,0,0,4,0,1,0,159.26369315042254,0
71,2685,1,1,1,1,1,43.9721794128418,1,2.3090593814849854,32,32,3,4,0,0,8,0,1,1,159.26369315042254,0
71,2685,1,1,1,1,1,43.9721794128418,0,12.159551620483398,31,31,3,4,0,0,8,0,1,1,159.26369315042254,0
71,2686,1,1,1,1,1,54.48222732543945,0,18.781322479248047,25,27,5,6,0,0,3,1,1,0,159.26369315042254,0
71,2686,1,1,1,1,1,54.48222732543945,1,19.55714225769043,26,28,5,6,0,0,3,1,1,0,159.26369315042254,0
71,2687,1,1,1,1,1,41.96290588378906,1,1.1931736469268799,37,35,4,2,0,0,9,0,1,1,159.26369315042254,0
71,2687,1,1,1,1,1,41.96290588378906,0,10.716316223144531,36,34,4,2,0,0,9,0,1,1,159.26369315042254,0
71,2688,1,1,1,1,1,51.54559326171875,0,18.586219787597656,34,31,5,3,0,0,5,0,1,1,159.26369315042254,0
71,2688,1,1,1,1,1,51.54559326171875,1,20.03114891052246,35,32,5,3,0,0,5,0,1,1,159.26369315042254,0
71,2692,1,1,1,1,1,48.53168487548828,1,10.453499794006348,54,44,1,1,0,0,7,0,1,1,159.26369315042254,0
71,2692,1,1,1,1,1,48.53168487548828,0,16.272661209106445,53,43,1,1,0,0,7,0,1,1,159.26369315042254,0
71,2694,1,1,1,1,1,55.48686218261719,1,27.957508087158203,35,39,2,3,0,0,4,0,1,1,159.26369315042254,0
71,2694,1,1,1,1,1,55.48686218261719,0,21.045207977294922,34,39,2,3,0,0,4,0,1,1,159.26369315042254,0
71,2695,1,1,1,1,1,49.227203369140625,1,9.814091682434082,46,40,2,2,0,0,7,0,1,1,159.26369315042254,0
71,2695,1,1,1,1,1,49.227203369140625,0,15.704925537109375,45,39,2,2,0,0,7,0,1,1,159.26369315042254,1
71,2696,1,1,1,1,1,45.28593444824219,1,3.3745386600494385,48,41,1,1,0,0,8,0,1,1,159.26369315042254,0
71,2696,1,1,1,1,1,45.28593444824219,0,13.811057090759277,47,40,1,1,0,0,8,0,1,1,159.26369315042254,0
71,2698,1,1,1,1,1,47.990726470947266,0,16.108142852783203,30,30,2,2,0,0,6,0,1,1,159.26369315042254,0
71,2698,1,1,1,1,1,47.990726470947266,1,12.581875801086426,31,31,2,2,0,0,6,0,1,1,159.26369315042254,0
71,2700,1,1,1,1,1,51.81607437133789,1,4.306334495544434,43,40,2,2,0,0,7,0,1,1,159.26369315042254,0
71,2700,1,1,1,1,1,51.81607437133789,0,15.507367134094238,42,39,2,2,0,0,7,0,1,1,159.26369315042254,0
71,2703,1,1,1,1,1,48.995361328125,1,13.190768241882324,44,42,0,2,0,0,7,0,1,1,159.26369315042254,0
71,2703,1,1,1,1,1,48.995361328125,0,14.666622161865234,43,41,0,2,0,0,7,0,1,1,159.26369315042254,0
71,2704,1,1,1,1,1,51.777435302734375,1,3.096686601638794,42,38,3,3,0,0,6,0,1,1,159.26369315042254,0
71,2704,1,1,1,1,1,51.777435302734375,0,17.475759506225586,42,37,3,3,0,0,6,0,1,1,159.26369315042254,0
71,2705,1,1,1,1,1,53.323028564453125,1,19.69675064086914,26,22,5,5,0,0,4,0,1,1,159.26369315042254,0
71,2705,1,1,1,1,1,53.323028564453125,0,19.20743751525879,26,22,5,5,0,0,4,0,1,1,159.26369315042254,0
71,2706,1,1,1,1,1,52.16383361816406,0,8.811469078063965,36,37,3,3,0,0,10,0,1,1,159.26369315042254,0
